caption	url	width	height	absolute_image_path	index	subject	prompt
Original Zwiebelmuster Meissen porcelain plate	http://upload.wikimedia.org/wikipedia/commons/8/83/Teller_Zwiebelmuster.jpg	550	550	/data/output_images/00009/000091911.jpg	1777	Zwiebelmuster Meissen porcelain plate	A Zwiebelmuster Meissen porcelain plate displayed on a rustic wooden dining table set for a formal dinner
A medieval European harp (the Wartburg harp) with buzzing bray pins.	http://upload.wikimedia.org/wikipedia/commons/f/f9/Wartburg-Harfe.JPG	1704	2272	/data/output_images/00009/000092048.jpg	1781	medieval European harp	A medieval European harp displayed in a grand castle hall with stone walls and ornate tapestries
The Barbary partridge, which nests on Windmill Hill	https://upload.wikimedia.org/wikipedia/commons/0/0c/Alectoris_barbara_Tenerife.jpg	3648	2736	/data/output_images/00009/000092024.jpg	1780	Barbary partridge	A Barbary partridge perched on a branch in a lush tropical rainforest
Tiger II with the production turret, at the Deutsches Panzermuseum, Germany	http://upload.wikimedia.org/wikipedia/commons/a/a8/SdKfz182.jpg	3504	2336	/data/output_images/00009/000091979.jpg	1779	Tiger II tank	A Tiger II tank displayed in a historical battlefield setting with soldiers and military equipment around
Biston betularia betularia morpha typica, the white-bodied peppered moth.	https://upload.wikimedia.org/wikipedia/commons/6/6c/Biston.betularia.7200.jpg	2798	1662	/data/output_images/00009/000091648.jpg	1770	Biston betularia betularia morpha typica	A Biston betularia betularia morpha typica resting on a vibrant green leaf in a lush forest
Dongfeng EM13 Electric panel van (rear)	https://upload.wikimedia.org/wikipedia/commons/7/7a/2018_Dongfeng_EM13_Electric_panel_van%2C_rear_8.9.18.jpg	5008	3712	/data/output_images/00009/000091871.jpg	1774	Dongfeng EM13 Electric panel van	A Dongfeng EM13 Electric panel van parked in a bustling city street with skyscrapers in the background
Rutan Long-EZ G-WILY fitted with baggage pods under wings.	https://upload.wikimedia.org/wikipedia/commons/c/c7/Rutan.long-EZ.g-wily.arp.jpg	1800	1255	/data/output_images/00009/000090658.jpg	1755	Rutan Long-EZ G-WILY	A Rutan Long-EZ G-WILY flying over a scenic mountain landscape
Front view of a beluga whale in captivity	https://upload.wikimedia.org/wikipedia/commons/a/ac/Beluga_premier.gov.ru-3.jpeg	675	540	/data/output_images/00009/000090772.jpg	1756	beluga whale	A beluga whale swimming gracefully in the icy waters of the Arctic
Clock tower at the market square	https://upload.wikimedia.org/wikipedia/commons/b/b4/Brody_089.jpg	1024	768	/data/output_images/00009/000092279.jpg	1783	Clock tower	A clock tower standing majestically in a bustling city plaza surrounded by modern skyscrapers
1959 Pontiac Bonneville	https://upload.wikimedia.org/wikipedia/commons/8/8c/Goodwood_Breakfast_Club_-_1959_Pontiac_Bonneville_-_Flickr_-_exfordy.jpg	3504	2336	/data/output_images/00009/000090562.jpg	1754	1959 Pontiac Bonneville	A 1959 Pontiac Bonneville driving along a scenic coastal road during sunset
Red-tail hawks at nest	https://upload.wikimedia.org/wikipedia/commons/0/0a/RT_hawks.jpg	1024	768	/data/output_images/00009/000091896.jpg	1775	Red-tail hawk	A Red-tail hawk soaring over a vast desert landscape
Italian typewriter Olivetti Lettera 22	https://upload.wikimedia.org/wikipedia/commons/d/d3/Lettera_22_2.JPG	1542	1514	/data/output_images/00009/000091660.jpg	1771	Olivetti Lettera 22	An Olivetti Lettera 22 typewriter placed on a vintage wooden desk in a cozy library filled with books
Striped Marlin	https://upload.wikimedia.org/wikipedia/commons/f/ff/Stripe_marlin_right_off_the_coast_of_Carrillo.jpg	3456	2304	/data/output_images/00007/000074174.jpg	1431	Striped Marlin	A Striped Marlin swimming gracefully through a vibrant coral reef
Skua chick	https://upload.wikimedia.org/wikipedia/commons/5/56/Skua_chick.jpg	1669	1080	/data/output_images/00006/000068744.jpg	1304	Skua chick	A Skua chick nestled in a grassy meadow under a bright blue sky
Mature unopened female cones	https://upload.wikimedia.org/wikipedia/commons/8/8a/Pinus_taeda_cones.jpg	4272	2848	/data/output_images/00000/000007446.jpg	163	female cones	Mature unopened female cones displayed on a rocky mountain landscape
Ruger No. 1 single-shot rifle with custom .243 barrel	http://upload.wikimedia.org/wikipedia/commons/0/0d/Ruger_no1_243_left_closed.jpg	2517	531	/data/output_images/00009/000092849.jpg	1794	Ruger No. 1 single-shot rifle	A Ruger No. 1 single-shot rifle displayed on a rustic wooden table in a cozy hunting lodge
1976 Vauxhall Magnum 1800 4-door saloon	https://upload.wikimedia.org/wikipedia/commons/9/92/1976_Vauxhall_Magnum_1800_Automatic_%2815684203260%29.jpg	3072	2304	/data/output_images/00009/000093941.jpg	1814	1976 Vauxhall Magnum 1800 4-door saloon	A 1976 Vauxhall Magnum 1800 4-door saloon parked in a picturesque countryside setting
Czech Air Force Yak-40 landing	https://upload.wikimedia.org/wikipedia/commons/2/2e/Czech_air_force_yak_40_arp.jpg	2820	1824	/data/output_images/00009/000095232.jpg	1839	Czech Air Force Yak-40	A Czech Air Force Yak-40 flying over a snowy mountain landscape
Himalayan red-flanked bush-robin	https://upload.wikimedia.org/wikipedia/commons/f/fe/Tarsiger_rufilatus_%28Male%29_I_IMG_7295.jpg	800	594	/data/output_images/00009/000093616.jpg	1807	Himalayan red-flanked bush-robin	A Himalayan red-flanked bush-robin perched on a branch in a snowy mountain landscape
Amogh carbine on display	https://upload.wikimedia.org/wikipedia/commons/9/94/AMOGH_-_Carbine.JPG	3443	1178	/data/output_images/00009/000097055.jpg	1870	Amogh carbine	An Amogh carbine displayed in a military museum setting
An example of a rough coated Jack Russell terrier	https://upload.wikimedia.org/wikipedia/commons/a/af/Rough_Coated_Jack_Russell_Terrier.JPG	2736	2310	/data/output_images/00009/000098286.jpg	1899	rough coated Jack Russell terrier	A rough coated Jack Russell terrier playing in a sunny park with children
2007 Cirrus SR22-G3 Turbo	https://upload.wikimedia.org/wikipedia/commons/c/cc/Cirrus_SR-22GTS_G3.jpg	4000	3000	/data/output_images/00009/000097563.jpg	1885	2007 Cirrus SR22-G3 Turbo	A 2007 Cirrus SR22-G3 Turbo flying over a picturesque mountain range
1960 Standard Ensign Saloon	https://upload.wikimedia.org/wikipedia/commons/2/22/1960_Standard_Ensign_1.7_Front_%281%29.jpg	4496	2586	/data/output_images/00009/000096756.jpg	1862	1960 Standard Ensign Saloon	A 1960 Standard Ensign Saloon parked on a bustling city street during the day
Winter view of holm oaks with Monte Abantos peak in the background	https://upload.wikimedia.org/wikipedia/commons/4/41/Abantos-encinas.jpg	799	499	/data/output_images/00009/000093695.jpg	1810	holm oaks	A grove of holm oaks in a sunny Mediterranean landscape with a clear blue sky
Common Pondhawk (Erythemis simplicicollis)	http://upload.wikimedia.org/wikipedia/commons/b/b9/Eastern_Pondhawk%2C_female.jpg	1283	978	/data/output_images/00009/000095669.jpg	1844	Common Pondhawk	A Common Pondhawk perched on a vibrant flower in a sunny meadow
A Coast guard truck in the Netherlands	https://upload.wikimedia.org/wikipedia/commons/c/c8/Dutch_Coastguard.jpg	3008	2000	/data/output_images/00009/000097798.jpg	1889	Coast guard truck	A Coast guard truck driving through a snowy mountain road
Ribbed bowl of mosaic glass in the Metropolitan Museum of Art	https://upload.wikimedia.org/wikipedia/commons/a/a0/Ribbed_mosaic_glass_bowl_MET_DP141529_%28cropped%29.jpg	3200	2500	/data/output_images/00009/000096836.jpg	1863	ribbed bowl of mosaic glass	A ribbed bowl of mosaic glass displayed on a rustic wooden table in a cozy kitchen
Baojun E200 rear	https://upload.wikimedia.org/wikipedia/commons/d/db/Baojun_E200_002.jpg	1002	738	/data/output_images/00009/000094832.jpg	1831	Baojun E200	A Baojun E200 parked in a vibrant city square surrounded by street vendors and colorful market stalls
A 155mm Long Tom	http://upload.wikimedia.org/wikipedia/commons/c/cc/155_mm_Long_Tom_2.jpg	2016	1512	/data/output_images/00009/000093674.jpg	1811	155mm Long Tom	A 155mm Long Tom artillery piece positioned on a battlefield with soldiers preparing for an exercise
A red panda at the Prospect Park Zoo.	http://upload.wikimedia.org/wikipedia/commons/c/ce/Stavenn_Ailurus_fulgens_00.jpg	360	480	/data/output_images/00009/000093488.jpg	1805	red panda	A red panda lounging on a branch in a serene bamboo forest
A close-up of the Chow-Chow's characteristic blue-black tongue in a male Chow-Chow.	https://upload.wikimedia.org/wikipedia/commons/a/aa/03_Bokeh_the_Chow.jpg	4080	3264	/data/output_images/00009/000094044.jpg	1815	Chow-Chow	A male Chow-Chow sitting in a sunny park, showcasing its blue-black tongue
An Orlov Trotter	https://upload.wikimedia.org/wikipedia/commons/0/0f/%D0%9E%D1%80%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D1%8B%D1%81%D0%B0%D0%BA.jpg	742	600	/data/output_images/00009/000094965.jpg	1833	Orlov Trotter	An Orlov Trotter galloping through a picturesque countryside with rolling hills and a clear blue sky
1968 Plymouth GTX convertible	https://upload.wikimedia.org/wikipedia/commons/a/ad/68_Plymouth_GTX_%287331425156%29.jpg	4592	3056	/data/output_images/00009/000092284.jpg	1786	1968 Plymouth GTX convertible	A 1968 Plymouth GTX convertible driving along a coastal highway with ocean views
Cooper Mk IV of circa 1950	https://upload.wikimedia.org/wikipedia/commons/6/62/Cooper_Mk_IV_of_Garry_Simkin.JPG	2401	1646	/data/output_images/00009/000097538.jpg	1883	Cooper Mk IV	A Cooper Mk IV racing car speeding down a scenic coastal road
1943 Willys Jeep	https://upload.wikimedia.org/wikipedia/commons/b/b8/Willys_Jeep_1943.jpg	3736	2544	/data/output_images/00009/000096361.jpg	1854	1943 Willys Jeep	A 1943 Willys Jeep driving through a rugged mountain trail
Sockeye salmon (Oncorhynchus nerka) Female (above) and male in mating condition. Note that the male has a kype, enlarged snout, humped back and deeper, more extensive colouration.	https://upload.wikimedia.org/wikipedia/commons/4/4b/Oncorhynchus_nerka_2.jpg	3000	1997	/data/output_images/00005/000054124.jpg	1042	Sockeye salmon	A pair of Sockeye salmon swimming in a crystal-clear river surrounded by lush greenery
2001 Qvale Mangusta.	https://upload.wikimedia.org/wikipedia/commons/a/a4/Qvale_Mangusta_2001.jpg	3072	2304	/data/output_images/00009/000096752.jpg	1860	2001 Qvale Mangusta	A 2001 Qvale Mangusta parked on a scenic coastal road during sunset
Tortoise at Aldabra Atoll	https://upload.wikimedia.org/wikipedia/commons/8/8e/Aldabra_Atoll-108993.jpg	2272	1704	/data/output_images/00009/000098089.jpg	1895	tortoise	A tortoise wandering through a lush tropical rainforest
"1959 Imperial Crown Southampton hardtop coupe with view of ""FliteSweep Deck Lid"""	https://upload.wikimedia.org/wikipedia/commons/0/0b/1959_Imperial_2-door_green_rear_MD.jpg	1500	900	/data/output_images/00009/000094604.jpg	1824	1959 Imperial Crown Southampton hardtop coupe	A 1959 Imperial Crown Southampton hardtop coupe parked in front of a vintage diner
A Royal Air Force Hawk T1A at Kemble Airport, Gloucestershire, with its pilot	https://upload.wikimedia.org/wikipedia/commons/3/39/Raf_hawk_t1a_xx205_arp.jpg	2495	1642	/data/output_images/00009/000096612.jpg	1859	Royal Air Force Hawk T1A	A Royal Air Force Hawk T1A flying over a scenic coastal landscape during sunset
A newer LMP2 class competitor, the Vaillante Rebellion Oreca 07 with LMP2 Endurance Trophy	https://upload.wikimedia.org/wikipedia/commons/a/ae/Rebellion_Oreca_07%2C_GIMS_2018%2C_Le_Grand-Saconnex_%281X7A1712%29.jpg	6720	4480	/data/output_images/00009/000095445.jpg	1843	Vaillante Rebellion Oreca 07	A Vaillante Rebellion Oreca 07 racing car speeding on a winding mountain road
A southern puku fawn	https://upload.wikimedia.org/wikipedia/commons/6/61/Southern_puku_%28Kobus_vardonii_vardonii%29_fawn.jpg	5128	3418	/data/output_images/00009/000095989.jpg	1852	southern puku fawn	A southern puku fawn grazing in a sunlit savanna
The fire salamander (Salamandra salamandra), a toxic species, wears warning colours.	https://upload.wikimedia.org/wikipedia/commons/0/02/Salamander-olympus.jpg	1569	883	/data/output_images/00009/000099113.jpg	1921	fire salamander	A fire salamander resting on a vibrant green moss in a dense forest
Pair of 1970s platform-soled women's fashion boots in black leather. Northampton Museum #1979.123.1	https://upload.wikimedia.org/wikipedia/commons/b/ba/Northampton_Museum_1979.123.1_womens_boot_1970s.jpg	976	1604	/data/output_images/00009/000098401.jpg	1901	1970s platform-soled women's fashion boots	A pair of 1970s platform-soled women's fashion boots in black leather displayed in a vintage boutique
Western pygmy blue, Brephidium exilis	https://upload.wikimedia.org/wikipedia/commons/a/a4/Western_Pygmy_Blue_Megan_McCarty19.jpg	1366	1011	/data/output_images/00009/000099530.jpg	1931	Western pygmy blue	A Western pygmy blue butterfly perched on a vibrant flower in a sunny meadow
1998-2002 Chrysler Concorde Rear View	https://upload.wikimedia.org/wikipedia/commons/8/83/New_York_registered_imported_Chrysler_Concorde_LXi_in_Greece_%2810350063634%29.jpg	4272	2848	/data/output_images/00009/000097311.jpg	1876	Chrysler Concorde	A Chrysler Concorde parked in a vibrant city street during sunset
G-Wagen reconnaissance vehicle of the Queen's York Rangers (1st American Regiment) (RCAC)	http://upload.wikimedia.org/wikipedia/commons/9/97/Canadian_Forces_G-wagen.jpg	2626	2063	/data/output_images/00009/000093468.jpg	1803	G-Wagen reconnaissance vehicle	A G-Wagen reconnaissance vehicle driving through a dense forest during a military exercise
Sikorsky H-34	http://upload.wikimedia.org/wikipedia/commons/f/f3/Sikorsky_s58_bmn1.jpg	3872	2592	/data/output_images/00009/000099174.jpg	1924	Sikorsky H-34	A Sikorsky H-34 helicopter flying over a bustling city skyline at sunset
Beech T-34C Turbo Mentor operated by NASA	https://upload.wikimedia.org/wikipedia/commons/8/8a/Beech_T-34C_Turbo_Mentor_-_GPN-2000-001989.jpg	2972	2363	/data/output_images/00009/000099419.jpg	1929	Beech T-34C Turbo Mentor	A Beech T-34C Turbo Mentor flying over a scenic coastal landscape at sunset
Honda CX Euro 400	https://upload.wikimedia.org/wikipedia/commons/8/80/Honda_CX_Euro_400.jpg	1280	960	/data/output_images/00009/000098377.jpg	1900	Honda CX Euro 400	A Honda CX Euro 400 motorcycle parked in a bustling city street
The restored Ilyushin IL-2 Shturmovik at the Central Air Force Museum, Monino	https://upload.wikimedia.org/wikipedia/commons/d/d5/Ilyushin_IL-2_Sturmovik%2C_Central_Air_Force_Museum%2C_Monino.JPG	4320	3240	/data/output_images/00009/000099244.jpg	1926	Ilyushin IL-2 Shturmovik	An Ilyushin IL-2 Shturmovik flying over a picturesque countryside during sunset
1951 Ford F-series, showing the larger rear window	https://upload.wikimedia.org/wikipedia/commons/c/c8/1951_Ford_F1_or_F2_in_Greenwich.jpg	4948	3552	/data/output_images/00009/000099010.jpg	1923	1951 Ford F-series	A 1951 Ford F-series parked in a vintage gas station
A black Nintendo DSi XL.	https://upload.wikimedia.org/wikipedia/commons/6/6f/Nintendo_DSi_XL-edit.jpg	460	445	/data/output_images/00010/000100616.jpg	1947	Nintendo DSi XL	A black Nintendo DSi XL resting on a sandy beach with waves in the background
"A1 Class 'Terrier' locomotive ""Freshwater"" in Southern Railway livery at the Isle of Wight Steam Railway. This locomotive was originally used on the Freshwater, Yarmouth and Newport Railway."	https://upload.wikimedia.org/wikipedia/commons/1/1b/W8_Freshwater_at_Havenstreet_thumb.jpg	504	378	/data/output_images/00009/000098815.jpg	1915	A1 Class 'Terrier' locomotive 'Freshwater'	A1 Class 'Terrier' locomotive 'Freshwater' traveling through a picturesque countryside landscape
An early model Weihrauch HW 77	https://upload.wikimedia.org/wikipedia/commons/0/09/Weihrauch_HW77.png	500	170	/data/output_images/00010/000101724.jpg	1966	Weihrauch HW 77	An early model Weihrauch HW 77 displayed on a rustic wooden shooting range
One Louis d'or, 1788, depicting Louis XVI	https://upload.wikimedia.org/wikipedia/commons/3/31/France_1788_Louis_d%E2%80%99or_%28Louis_XVI%29.jpg	11565	5872	/data/output_images/00009/000097285.jpg	1875	Louis d'or coin	A Louis d'or coin displayed on a velvet cushion in a luxurious museum exhibit
1986 Fleetwood 75 (shown in Commodore Blue)	https://upload.wikimedia.org/wikipedia/commons/f/f4/86CadLimo.JPG	2048	1536	/data/output_images/00010/000100074.jpg	1943	1986 Fleetwood 75	A 1986 Fleetwood 75 parked in front of a luxurious mansion
A fawn Pug, the most common colouring	https://upload.wikimedia.org/wikipedia/commons/f/f0/Mops_oct09_cropped2.jpg	1034	824	/data/output_images/00010/000101858.jpg	1969	Pug	A fawn Pug playing in a sunny park filled with colorful flowers
Satinfin shiner (Cyprinella analostana)	https://upload.wikimedia.org/wikipedia/commons/b/b7/Cyprinella_analostana.jpg	1177	559	/data/output_images/00009/000099616.jpg	1934	Satinfin shiner	A Satinfin shiner swimming in a vibrant coral reef
1994 Chevrolet Blazer rear-end	https://upload.wikimedia.org/wikipedia/commons/e/e2/1994ChevroletBlazer-rear.jpg	2560	1920	/data/output_images/00010/000101238.jpg	1957	1994 Chevrolet Blazer	A 1994 Chevrolet Blazer parked on a mountain road with a scenic view
